"rsp_id","rsp_age","rsp_age_cat","rsp_gender","rsp_edu","rsp_party","rsp_eu","treat_id","treat_turnout_raw","treat_majority_raw","treat_outcome_raw","treat_text","treat_outcome","treat_turnout","treat_majority","treat_outcome_match","treat_outcome_shown","treat_turnout_shown","treat_majority_shown","post"
1006105,4,"30-59 yrs","Female","Lower or intermediate","Red Party (FL)","Against EU Membership",56,"85%","blank","ja-siden","La oss si at 85% av befolkningen deltok og at ja-siden fikk flertall.","For EU Membership won","85%","Not shown","Unfavourable outcome","Not shown","Shown
size of turnout","Not shown",1
1007218,1,"18-29 yrs","Male","Lower or intermediate","Labour Party (CL)","For EU Membership",47,"53%","70%","den vinnende siden","La oss si at 53% av befolkningen deltok og at den vinnende siden fikk 70% av stemmene.","Not shown","53%","70%","Not shown","Shown
outcome","Shown
size of turnout","Shown
size of majority",1
1001564,2,"18-29 yrs","Male","Lower or intermediate","Progress Party (FR)","Don't know",21,"35%","blank","den vinnende siden","La oss si at 35% av befolkningen deltok.","Not shown","35%","Not shown","Not shown","Shown
outcome","Shown
size of turnout","Not shown",1
1005725,6,"60 yrs and above","Female","Lower or intermediate","Labour Party (CL)","Against EU Membership",135,"53%","55%","nei-siden","La oss si at 53% av befolkningen deltok og at nei-siden fikk 55% av stemmene.","Against EU Membership won","53%","55%","Favourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",1
1005056,7,"60 yrs and above","Female","Higher","Labour Party (CL)","Don't know",48,"85%","70%","den vinnende siden","La oss si at 85% av befolkningen deltok og at den vinnende siden fikk 70% av stemmene.","Not shown","85%","70%","Not shown","Shown
outcome","Shown
size of turnout","Shown
size of majority",1
1003394,1,"18-29 yrs","Female",NA,"Labour Party (CL)","Against EU Membership",133,"35%","55%","nei-siden","La oss si at 35% av befolkningen deltok og at nei-siden fikk 55% av stemmene.","Against EU Membership won","35%","55%","Favourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",0
1010763,6,"60 yrs and above","Male","Higher","Conservative Party (CR)","Don't know",51,"blank","blank","ja-siden","La oss si at ja-siden fikk flertall.","For EU Membership won","Not shown","Not shown",NA,"Not shown","Not shown","Not shown",1
1001200,4,"30-59 yrs","Female","Higher","Socialist Left (L)","Don't know",136,"85%","55%","nei-siden","La oss si at 85% av befolkningen deltok og at nei-siden fikk 55% av stemmene.","Against EU Membership won","85%","55%",NA,"Not shown","Shown
size of turnout","Shown
size of majority",1
1005757,3,"30-59 yrs","Female","Higher","Labour Party (CL)","Against EU Membership",92,"blank","70%","ja-siden","La oss si at ja-siden fikk 70% av stemmene.","For EU Membership won","Not shown","70%","Unfavourable outcome","Not shown","Not shown","Shown
size of majority",1
1001183,4,"30-59 yrs","Female","Higher","Labour Party (CL)","Against EU Membership",47,"53%","70%","den vinnende siden","La oss si at 53% av befolkningen deltok og at den vinnende siden fikk 70% av stemmene.","Not shown","53%","70%","Not shown","Shown
outcome","Shown
size of turnout","Shown
size of majority",1
1002014,6,"60 yrs and above","Male","Lower or intermediate","Labour Party (CL)","Against EU Membership",47,"53%","70%","den vinnende siden","La oss si at 53% av befolkningen deltok og at den vinnende siden fikk 70% av stemmene.","Not shown","53%","70%","Not shown","Shown
outcome","Shown
size of turnout","Shown
size of majority",1
1010195,5,"30-59 yrs","Male","Higher","Liberal Party (C)","Don't know",29,"35%","51%","den vinnende siden","La oss si at 35% av befolkningen deltok og at den vinnende siden fikk 51% av stemmene.","Not shown","35%","51%","Not shown","Shown
outcome","Shown
size of turnout","Shown
size of majority",0
1000011,4,"30-59 yrs","Male","Higher","Labour Party (CL)","For EU Membership",62,"47%","blank","ja-siden","La oss si at 47% av befolkningen deltok og at ja-siden fikk flertall.","For EU Membership won","47%","Not shown","Favourable outcome","Not shown","Shown
size of turnout","Not shown",1
1008574,5,"60 yrs and above","Female","Lower or intermediate","Christian Democracts (C)","Against EU Membership",55,"53%","blank","ja-siden","La oss si at 53% av befolkningen deltok og at ja-siden fikk flertall.","For EU Membership won","53%","Not shown","Unfavourable outcome","Not shown","Shown
size of turnout","Not shown",1
1001380,5,"30-59 yrs","Male","Higher","Liberal Party (C)","For EU Membership",42,"blank","70%","den vinnende siden","La oss si at den vinnende siden fikk 70% av stemmene.","Not shown","Not shown","70%","Not shown","Shown
outcome","Not shown","Shown
size of majority",1
1002257,2,"30-59 yrs","Female","Higher","Socialist Left (L)","Against EU Membership",51,"blank","blank","ja-siden","La oss si at ja-siden fikk flertall.","For EU Membership won","Not shown","Not shown","Unfavourable outcome","Not shown","Not shown","Not shown",1
1000808,2,"30-59 yrs","Male","Higher","Conservative Party (CR)","Against EU Membership",134,"47%","55%","nei-siden","La oss si at 47% av befolkningen deltok og at nei-siden fikk 55% av stemmene.","Against EU Membership won","47%","55%","Favourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",1
1006584,5,"60 yrs and above","Female",NA,"Christian Democracts (C)","Don't know",80,"85%","51%","ja-siden","La oss si at 85% av befolkningen deltok og at ja-siden fikk 51% av stemmene.","For EU Membership won","85%","51%",NA,"Not shown","Shown
size of turnout","Shown
size of majority",0
1003055,6,"60 yrs and above","Female","Higher","Agrarian Party (C)","Against EU Membership",33,"blank","55%","den vinnende siden","La oss si at den vinnende siden fikk 55% av stemmene.","Not shown","Not shown","55%","Not shown","Shown
outcome","Not shown","Shown
size of majority",1
1010017,5,"60 yrs and above","Male","Lower or intermediate","Conservative Party (CR)","Don't know",124,"blank","51%","nei-siden","La oss si at nei-siden fikk 51% av stemmene.","Against EU Membership won","Not shown","51%",NA,"Not shown","Not shown","Shown
size of majority",1
1002649,2,"18-29 yrs","Male","Lower or intermediate",NA,"For EU Membership",139,"blank","70%","nei-siden","La oss si at nei-siden fikk 70% av stemmene.","Against EU Membership won","Not shown","70%","Unfavourable outcome","Not shown","Not shown","Shown
size of majority",1
1002808,3,"30-59 yrs","Female","Higher","Christian Democracts (C)","Against EU Membership",94,"47%","70%","ja-siden","La oss si at 47% av befolkningen deltok og at ja-siden fikk 70% av stemmene.","For EU Membership won","47%","70%","Unfavourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",1
1006477,2,"30-59 yrs","Male","Higher","Labour Party (CL)","Against EU Membership",98,"blank","blank","nei-siden","La oss si at nei-siden fikk flertall.","Against EU Membership won","Not shown","Not shown","Favourable outcome","Not shown","Not shown","Not shown",1
1005603,4,"30-59 yrs","Female",NA,"Progress Party (FR)","Against EU Membership",100,"blank","blank","nei-siden","La oss si at nei-siden fikk flertall.","Against EU Membership won","Not shown","Not shown","Favourable outcome","Not shown","Not shown","Not shown",1
1001472,2,"30-59 yrs","Female","Higher","Labour Party (CL)","Against EU Membership",115,"blank","blank","nei-siden","La oss si at nei-siden fikk flertall.","Against EU Membership won","Not shown","Not shown","Favourable outcome","Not shown","Not shown","Not shown",0
1004130,5,"30-59 yrs","Female","Lower or intermediate","Labour Party (CL)","For EU Membership",104,"85%","blank","nei-siden","La oss si at 85% av befolkningen deltok og at nei-siden fikk flertall.","Against EU Membership won","85%","Not shown","Unfavourable outcome","Not shown","Shown
size of turnout","Not shown",1
1010105,5,"30-59 yrs","Male","Lower or intermediate","Conservative Party (CR)","Against EU Membership",25,"blank","51%","den vinnende siden","La oss si at den vinnende siden fikk 51% av stemmene.","Not shown","Not shown","51%","Not shown","Shown
outcome","Not shown","Shown
size of majority",1
1002123,6,"60 yrs and above","Female","Lower or intermediate","Labour Party (CL)","Against EU Membership",103,"53%","blank","nei-siden","La oss si at 53% av befolkningen deltok og at nei-siden fikk flertall.","Against EU Membership won","53%","Not shown","Favourable outcome","Not shown","Shown
size of turnout","Not shown",1
1009690,2,"18-29 yrs","Female","Lower or intermediate","Labour Party (CL)","Don't know",99,"blank","blank","nei-siden","La oss si at nei-siden fikk flertall.","Against EU Membership won","Not shown","Not shown",NA,"Not shown","Not shown","Not shown",1
1000500,4,"30-59 yrs","Male","Lower or intermediate","Labour Party (CL)","For EU Membership",125,"35%","51%","nei-siden","La oss si at 35% av befolkningen deltok og at nei-siden fikk 51% av stemmene.","Against EU Membership won","35%","51%","Unfavourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",1
1004347,7,"60 yrs and above","Female","Lower or intermediate","Progress Party (FR)","Against EU Membership",81,"blank","55%","ja-siden","La oss si at ja-siden fikk 55% av stemmene.","For EU Membership won","Not shown","55%","Unfavourable outcome","Not shown","Not shown","Shown
size of majority",1
1004908,2,"30-59 yrs","Female","Higher","Labour Party (CL)","Against EU Membership",110,"47%","blank","nei-siden","La oss si at 47% av befolkningen deltok og at nei-siden fikk flertall.","Against EU Membership won","47%","Not shown","Favourable outcome","Not shown","Shown
size of turnout","Not shown",1
1002776,5,"60 yrs and above","Male","Lower or intermediate","Socialist Left (L)","Against EU Membership",3,"blank","blank","den vinnende siden","","Not shown","Not shown","Not shown","Not shown","Shown
outcome","Not shown","Not shown",1
1006460,3,"30-59 yrs","Male","Higher","Labour Party (CL)","Against EU Membership",51,"blank","blank","ja-siden","La oss si at ja-siden fikk flertall.","For EU Membership won","Not shown","Not shown","Unfavourable outcome","Not shown","Not shown","Not shown",1
1002243,5,"30-59 yrs","Male","Higher","Labour Party (CL)","For EU Membership",105,"blank","blank","nei-siden","La oss si at nei-siden fikk flertall.","Against EU Membership won","Not shown","Not shown","Unfavourable outcome","Not shown","Not shown","Not shown",1
1000750,3,"30-59 yrs","Male","Higher","Conservative Party (CR)","For EU Membership",33,"blank","55%","den vinnende siden","La oss si at den vinnende siden fikk 55% av stemmene.","Not shown","Not shown","55%","Not shown","Shown
outcome","Not shown","Shown
size of majority",1
1000417,4,"30-59 yrs","Female","Lower or intermediate",NA,"Against EU Membership",105,"blank","blank","nei-siden","La oss si at nei-siden fikk flertall.","Against EU Membership won","Not shown","Not shown","Favourable outcome","Not shown","Not shown","Not shown",1
1008715,5,"60 yrs and above","Female","Higher","Red Party (FL)","Against EU Membership",135,"53%","55%","nei-siden","La oss si at 53% av befolkningen deltok og at nei-siden fikk 55% av stemmene.","Against EU Membership won","53%","55%","Favourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",1
1000224,4,"30-59 yrs","Male","Lower or intermediate","Conservative Party (CR)","Against EU Membership",48,"85%","70%","den vinnende siden","La oss si at 85% av befolkningen deltok og at den vinnende siden fikk 70% av stemmene.","Not shown","85%","70%","Not shown","Shown
outcome","Shown
size of turnout","Shown
size of majority",1
1001405,3,"30-59 yrs","Male","Higher","Conservative Party (CR)","Don't know",46,"47%","70%","den vinnende siden","La oss si at 47% av befolkningen deltok og at den vinnende siden fikk 70% av stemmene.","Not shown","47%","70%","Not shown","Shown
outcome","Shown
size of turnout","Shown
size of majority",1
1010664,5,"60 yrs and above","Male","Lower or intermediate","Labour Party (CL)","Against EU Membership",32,"85%","51%","den vinnende siden","La oss si at 85% av befolkningen deltok og at den vinnende siden fikk 51% av stemmene.","Not shown","85%","51%","Not shown","Shown
outcome","Shown
size of turnout","Shown
size of majority",1
1002127,6,"60 yrs and above","Male","Higher","Liberal Party (C)","For EU Membership",135,"53%","55%","nei-siden","La oss si at 53% av befolkningen deltok og at nei-siden fikk 55% av stemmene.","Against EU Membership won","53%","55%","Unfavourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",1
1001277,6,"60 yrs and above","Female","Higher","Red Party (FL)","Against EU Membership",84,"blank","55%","ja-siden","La oss si at ja-siden fikk 55% av stemmene.","For EU Membership won","Not shown","55%","Unfavourable outcome","Not shown","Not shown","Shown
size of majority",1
1009472,5,"60 yrs and above","Female","Lower or intermediate","Labour Party (CL)","Don't know",16,"85%","blank","den vinnende siden","La oss si at 85% av befolkningen deltok.","Not shown","85%","Not shown","Not shown","Shown
outcome","Shown
size of turnout","Not shown",1
1007486,3,"30-59 yrs","Female","Higher","Socialist Left (L)","Don't know",51,"blank","blank","ja-siden","La oss si at ja-siden fikk flertall.","For EU Membership won","Not shown","Not shown",NA,"Not shown","Not shown","Not shown",1
1007635,3,"30-59 yrs","Male","Lower or intermediate","Liberal Party (C)","Against EU Membership",131,"blank","55%","nei-siden","La oss si at nei-siden fikk 55% av stemmene.","Against EU Membership won","Not shown","55%","Favourable outcome","Not shown","Not shown","Shown
size of majority",1
1006576,5,"30-59 yrs","Male","Higher","Liberal Party (C)","Don't know",108,"blank","blank","nei-siden","La oss si at nei-siden fikk flertall.","Against EU Membership won","Not shown","Not shown",NA,"Not shown","Not shown","Not shown",1
1000981,2,"30-59 yrs","Male","Lower or intermediate","Conservative Party (CR)","Against EU Membership",104,"85%","blank","nei-siden","La oss si at 85% av befolkningen deltok og at nei-siden fikk flertall.","Against EU Membership won","85%","Not shown","Favourable outcome","Not shown","Shown
size of turnout","Not shown",1
1000484,3,"30-59 yrs","Male","Higher","Liberal Party (C)","For EU Membership",49,"blank","blank","ja-siden","La oss si at ja-siden fikk flertall.","For EU Membership won","Not shown","Not shown","Favourable outcome","Not shown","Not shown","Not shown",1
1009009,3,"30-59 yrs","Male","Lower or intermediate","Labour Party (CL)","Against EU Membership",123,"blank","51%","nei-siden","La oss si at nei-siden fikk 51% av stemmene.","Against EU Membership won","Not shown","51%","Favourable outcome","Not shown","Not shown","Shown
size of majority",0
1005130,4,"30-59 yrs","Male","Higher","Conservative Party (CR)","Don't know",134,"47%","55%","nei-siden","La oss si at 47% av befolkningen deltok og at nei-siden fikk 55% av stemmene.","Against EU Membership won","47%","55%",NA,"Not shown","Shown
size of turnout","Shown
size of majority",1
1008230,1,"18-29 yrs","Female","Lower or intermediate","Liberal Party (C)","Against EU Membership",29,"35%","51%","den vinnende siden","La oss si at 35% av befolkningen deltok og at den vinnende siden fikk 51% av stemmene.","Not shown","35%","51%","Not shown","Shown
outcome","Shown
size of turnout","Shown
size of majority",0
1000181,1,"18-29 yrs","Female","Lower or intermediate","Labour Party (CL)","Against EU Membership",78,"47%","51%","ja-siden","La oss si at 47% av befolkningen deltok og at ja-siden fikk 51% av stemmene.","For EU Membership won","47%","51%","Unfavourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",0
1008736,4,"30-59 yrs","Female","Higher","Christian Democracts (C)","Against EU Membership",66,"blank","blank","ja-siden","La oss si at ja-siden fikk flertall.","For EU Membership won","Not shown","Not shown","Unfavourable outcome","Not shown","Not shown","Not shown",1
1002773,1,"18-29 yrs","Male","Higher","Liberal Party (C)","Don't know",22,"47%","blank","den vinnende siden","La oss si at 47% av befolkningen deltok.","Not shown","47%","Not shown","Not shown","Shown
outcome","Shown
size of turnout","Not shown",1
1002369,6,"60 yrs and above","Male","Lower or intermediate",NA,"Against EU Membership",130,"blank","55%","nei-siden","La oss si at nei-siden fikk 55% av stemmene.","Against EU Membership won","Not shown","55%","Favourable outcome","Not shown","Not shown","Shown
size of majority",1
1001565,5,"30-59 yrs","Female","Lower or intermediate","Socialist Left (L)","For EU Membership",119,"53%","blank","nei-siden","La oss si at 53% av befolkningen deltok og at nei-siden fikk flertall.","Against EU Membership won","53%","Not shown","Unfavourable outcome","Not shown","Shown
size of turnout","Not shown",1
1002975,4,"30-59 yrs","Female",NA,"Labour Party (CL)","Against EU Membership",91,"blank","70%","ja-siden","La oss si at ja-siden fikk 70% av stemmene.","For EU Membership won","Not shown","70%","Unfavourable outcome","Not shown","Not shown","Shown
size of majority",1
1009927,4,"30-59 yrs","Male","Lower or intermediate","Conservative Party (CR)","For EU Membership",133,"35%","55%","nei-siden","La oss si at 35% av befolkningen deltok og at nei-siden fikk 55% av stemmene.","Against EU Membership won","35%","55%","Unfavourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",0
1001210,5,"60 yrs and above","Male","Lower or intermediate","Conservative Party (CR)","Against EU Membership",66,"blank","blank","ja-siden","La oss si at ja-siden fikk flertall.","For EU Membership won","Not shown","Not shown","Unfavourable outcome","Not shown","Not shown","Not shown",0
1008602,5,"60 yrs and above","Male","Higher","Labour Party (CL)","Against EU Membership",39,"53%","55%","den vinnende siden","La oss si at 53% av befolkningen deltok og at den vinnende siden fikk 55% av stemmene.","Not shown","53%","55%","Not shown","Shown
outcome","Shown
size of turnout","Shown
size of majority",0
1008612,1,"18-29 yrs","Female","Lower or intermediate","Conservative Party (CR)","Against EU Membership",19,"blank","blank","den vinnende siden","","Not shown","Not shown","Not shown","Not shown","Shown
outcome","Not shown","Not shown",1
1010058,2,"18-29 yrs","Male","Higher","Green Party (C)","Don't know",48,"85%","70%","den vinnende siden","La oss si at 85% av befolkningen deltok og at den vinnende siden fikk 70% av stemmene.","Not shown","85%","70%","Not shown","Shown
outcome","Shown
size of turnout","Shown
size of majority",1
1009075,5,"30-59 yrs","Male","Lower or intermediate","Labour Party (CL)","Against EU Membership",58,"blank","blank","ja-siden","La oss si at ja-siden fikk flertall.","For EU Membership won","Not shown","Not shown","Unfavourable outcome","Not shown","Not shown","Not shown",1
1005215,6,"60 yrs and above","Female","Higher","Labour Party (CL)","Against EU Membership",45,"35%","70%","den vinnende siden","La oss si at 35% av befolkningen deltok og at den vinnende siden fikk 70% av stemmene.","Not shown","35%","70%","Not shown","Shown
outcome","Shown
size of turnout","Shown
size of majority",1
1003615,7,"60 yrs and above","Male","Lower or intermediate","Progress Party (FR)","Against EU Membership",103,"53%","blank","nei-siden","La oss si at 53% av befolkningen deltok og at nei-siden fikk flertall.","Against EU Membership won","53%","Not shown","Favourable outcome","Not shown","Shown
size of turnout","Not shown",1
1007021,3,"30-59 yrs","Female","Lower or intermediate",NA,"Against EU Membership",132,"blank","55%","nei-siden","La oss si at nei-siden fikk 55% av stemmene.","Against EU Membership won","Not shown","55%","Favourable outcome","Not shown","Not shown","Shown
size of majority",1
1008632,6,"60 yrs and above","Female","Higher","Labour Party (CL)","Against EU Membership",129,"blank","55%","nei-siden","La oss si at nei-siden fikk 55% av stemmene.","Against EU Membership won","Not shown","55%","Favourable outcome","Not shown","Not shown","Shown
size of majority",1
1006457,6,"60 yrs and above","Female","Higher","Conservative Party (CR)","Against EU Membership",80,"85%","51%","ja-siden","La oss si at 85% av befolkningen deltok og at ja-siden fikk 51% av stemmene.","For EU Membership won","85%","51%","Unfavourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",0
1009290,6,"60 yrs and above","Male","Higher","Conservative Party (CR)","Against EU Membership",8,"85%","blank","den vinnende siden","La oss si at 85% av befolkningen deltok.","Not shown","85%","Not shown","Not shown","Shown
outcome","Shown
size of turnout","Not shown",1
1000454,4,"30-59 yrs","Female","Higher","Liberal Party (C)","For EU Membership",131,"blank","55%","nei-siden","La oss si at nei-siden fikk 55% av stemmene.","Against EU Membership won","Not shown","55%","Unfavourable outcome","Not shown","Not shown","Shown
size of majority",1
1005133,2,"18-29 yrs","Female","Higher","Labour Party (CL)","Against EU Membership",84,"blank","55%","ja-siden","La oss si at ja-siden fikk 55% av stemmene.","For EU Membership won","Not shown","55%","Unfavourable outcome","Not shown","Not shown","Shown
size of majority",0
1002436,5,"30-59 yrs","Male","Higher","Labour Party (CL)","Against EU Membership",91,"blank","70%","ja-siden","La oss si at ja-siden fikk 70% av stemmene.","For EU Membership won","Not shown","70%","Unfavourable outcome","Not shown","Not shown","Shown
size of majority",1
1002536,6,"60 yrs and above","Male","Lower or intermediate",NA,"Against EU Membership",116,"blank","blank","nei-siden","La oss si at nei-siden fikk flertall.","Against EU Membership won","Not shown","Not shown","Favourable outcome","Not shown","Not shown","Not shown",1
1001999,4,"30-59 yrs","Male","Higher","Green Party (C)","For EU Membership",68,"blank","blank","ja-siden","La oss si at ja-siden fikk flertall.","For EU Membership won","Not shown","Not shown","Favourable outcome","Not shown","Not shown","Not shown",1
1001619,5,"60 yrs and above","Female","Lower or intermediate",NA,"Against EU Membership",34,"blank","55%","den vinnende siden","La oss si at den vinnende siden fikk 55% av stemmene.","Not shown","Not shown","55%","Not shown","Shown
outcome","Not shown","Shown
size of majority",0
1006281,6,"60 yrs and above","Male","Lower or intermediate","Labour Party (CL)","Against EU Membership",44,"blank","70%","den vinnende siden","La oss si at den vinnende siden fikk 70% av stemmene.","Not shown","Not shown","70%","Not shown","Shown
outcome","Not shown","Shown
size of majority",1
1004803,4,"30-59 yrs","Female",NA,"Agrarian Party (C)","Against EU Membership",64,"85%","blank","ja-siden","La oss si at 85% av befolkningen deltok og at ja-siden fikk flertall.","For EU Membership won","85%","Not shown","Unfavourable outcome","Not shown","Shown
size of turnout","Not shown",1
1010294,5,"60 yrs and above","Male","Higher","Labour Party (CL)","For EU Membership",115,"blank","blank","nei-siden","La oss si at nei-siden fikk flertall.","Against EU Membership won","Not shown","Not shown","Unfavourable outcome","Not shown","Not shown","Not shown",1
1002969,4,"30-59 yrs","Female","Higher",NA,"For EU Membership",76,"blank","51%","ja-siden","La oss si at ja-siden fikk 51% av stemmene.","For EU Membership won","Not shown","51%","Favourable outcome","Not shown","Not shown","Shown
size of majority",0
1005071,3,"30-59 yrs","Female","Higher","Labour Party (CL)","Don't know",126,"47%","51%","nei-siden","La oss si at 47% av befolkningen deltok og at nei-siden fikk 51% av stemmene.","Against EU Membership won","47%","51%",NA,"Not shown","Shown
size of turnout","Shown
size of majority",1
1000795,4,"30-59 yrs","Male","Higher","Labour Party (CL)","For EU Membership",135,"53%","55%","nei-siden","La oss si at 53% av befolkningen deltok og at nei-siden fikk 55% av stemmene.","Against EU Membership won","53%","55%","Unfavourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",1
1009058,7,"60 yrs and above","Male","Higher","Socialist Left (L)","Against EU Membership",114,"blank","blank","nei-siden","La oss si at nei-siden fikk flertall.","Against EU Membership won","Not shown","Not shown","Favourable outcome","Not shown","Not shown","Not shown",1
1009359,4,"30-59 yrs","Female","Higher","Labour Party (CL)","Don't know",11,"blank","blank","den vinnende siden","","Not shown","Not shown","Not shown","Not shown","Shown
outcome","Not shown","Not shown",1
1000345,6,"60 yrs and above","Male","Higher","Conservative Party (CR)","For EU Membership",86,"47%","55%","ja-siden","La oss si at 47% av befolkningen deltok og at ja-siden fikk 55% av stemmene.","For EU Membership won","47%","55%","Favourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",1
1000836,5,"60 yrs and above","Male","Higher","Labour Party (CL)","Against EU Membership",139,"blank","70%","nei-siden","La oss si at nei-siden fikk 70% av stemmene.","Against EU Membership won","Not shown","70%","Favourable outcome","Not shown","Not shown","Shown
size of majority",1
1001556,2,"18-29 yrs","Male","Lower or intermediate","Progress Party (FR)","Against EU Membership",113,"blank","blank","nei-siden","La oss si at nei-siden fikk flertall.","Against EU Membership won","Not shown","Not shown","Favourable outcome","Not shown","Not shown","Not shown",1
1000249,4,"30-59 yrs","Female","Lower or intermediate","Agrarian Party (C)","Against EU Membership",119,"53%","blank","nei-siden","La oss si at 53% av befolkningen deltok og at nei-siden fikk flertall.","Against EU Membership won","53%","Not shown","Favourable outcome","Not shown","Shown
size of turnout","Not shown",1
1002622,4,"30-59 yrs","Female","Lower or intermediate","Labour Party (CL)","For EU Membership",137,"blank","70%","nei-siden","La oss si at nei-siden fikk 70% av stemmene.","Against EU Membership won","Not shown","70%","Unfavourable outcome","Not shown","Not shown","Shown
size of majority",1
1002684,5,"60 yrs and above","Female","Lower or intermediate","Conservative Party (CR)","Against EU Membership",104,"85%","blank","nei-siden","La oss si at 85% av befolkningen deltok og at nei-siden fikk flertall.","Against EU Membership won","85%","Not shown","Favourable outcome","Not shown","Shown
size of turnout","Not shown",1
1001892,4,"30-59 yrs","Male","Higher","Green Party (C)","Against EU Membership",100,"blank","blank","nei-siden","La oss si at nei-siden fikk flertall.","Against EU Membership won","Not shown","Not shown","Favourable outcome","Not shown","Not shown","Not shown",1
1000079,2,"30-59 yrs","Male","Higher","Labour Party (CL)","Don't know",144,"85%","70%","nei-siden","La oss si at 85% av befolkningen deltok og at nei-siden fikk 70% av stemmene.","Against EU Membership won","85%","70%",NA,"Not shown","Shown
size of turnout","Shown
size of majority",0
1000187,4,"30-59 yrs","Female","Higher","Labour Party (CL)","Against EU Membership",116,"blank","blank","nei-siden","La oss si at nei-siden fikk flertall.","Against EU Membership won","Not shown","Not shown","Favourable outcome","Not shown","Not shown","Not shown",1
1008817,5,"30-59 yrs","Male","Higher","Agrarian Party (C)","Against EU Membership",117,"35%","blank","nei-siden","La oss si at 35% av befolkningen deltok og at nei-siden fikk flertall.","Against EU Membership won","35%","Not shown","Favourable outcome","Not shown","Shown
size of turnout","Not shown",1
1003534,5,"30-59 yrs","Female","Lower or intermediate","Labour Party (CL)","Don't know",143,"53%","70%","nei-siden","La oss si at 53% av befolkningen deltok og at nei-siden fikk 70% av stemmene.","Against EU Membership won","53%","70%",NA,"Not shown","Shown
size of turnout","Shown
size of majority",1
1010869,6,"60 yrs and above","Male","Higher","Red Party (FL)","Against EU Membership",112,"85%","blank","nei-siden","La oss si at 85% av befolkningen deltok og at nei-siden fikk flertall.","Against EU Membership won","85%","Not shown","Favourable outcome","Not shown","Shown
size of turnout","Not shown",1
1009197,6,"60 yrs and above","Female","Lower or intermediate","Labour Party (CL)","Against EU Membership",22,"47%","blank","den vinnende siden","La oss si at 47% av befolkningen deltok.","Not shown","47%","Not shown","Not shown","Shown
outcome","Shown
size of turnout","Not shown",1
1005882,4,"30-59 yrs","Female","Higher","Labour Party (CL)","Against EU Membership",73,"blank","51%","ja-siden","La oss si at ja-siden fikk 51% av stemmene.","For EU Membership won","Not shown","51%","Unfavourable outcome","Not shown","Not shown","Shown
size of majority",0
1000759,4,"30-59 yrs","Male","Lower or intermediate","Labour Party (CL)","For EU Membership",66,"blank","blank","ja-siden","La oss si at ja-siden fikk flertall.","For EU Membership won","Not shown","Not shown","Favourable outcome","Not shown","Not shown","Not shown",1
1006507,4,"30-59 yrs","Female","Higher","Labour Party (CL)","Don't know",80,"85%","51%","ja-siden","La oss si at 85% av befolkningen deltok og at ja-siden fikk 51% av stemmene.","For EU Membership won","85%","51%",NA,"Not shown","Shown
size of turnout","Shown
size of majority",1
1000711,6,"60 yrs and above","Female",NA,"Conservative Party (CR)","For EU Membership",124,"blank","51%","nei-siden","La oss si at nei-siden fikk 51% av stemmene.","Against EU Membership won","Not shown","51%","Unfavourable outcome","Not shown","Not shown","Shown
size of majority",1
1006804,6,"60 yrs and above","Female","Higher","Green Party (C)","Against EU Membership",111,"53%","blank","nei-siden","La oss si at 53% av befolkningen deltok og at nei-siden fikk flertall.","Against EU Membership won","53%","Not shown","Favourable outcome","Not shown","Shown
size of turnout","Not shown",1
1000371,3,"30-59 yrs","Male","Higher","Green Party (C)","For EU Membership",65,"blank","blank","ja-siden","La oss si at ja-siden fikk flertall.","For EU Membership won","Not shown","Not shown","Favourable outcome","Not shown","Not shown","Not shown",1
1006431,5,"60 yrs and above","Male","Higher","Agrarian Party (C)","Against EU Membership",90,"blank","70%","ja-siden","La oss si at ja-siden fikk 70% av stemmene.","For EU Membership won","Not shown","70%","Unfavourable outcome","Not shown","Not shown","Shown
size of majority",1
1010004,5,"30-59 yrs","Female","Higher","Labour Party (CL)","Against EU Membership",74,"blank","51%","ja-siden","La oss si at ja-siden fikk 51% av stemmene.","For EU Membership won","Not shown","51%","Unfavourable outcome","Not shown","Not shown","Shown
size of majority",1
1010337,4,"30-59 yrs","Female","Higher","Conservative Party (CR)","Against EU Membership",107,"blank","blank","nei-siden","La oss si at nei-siden fikk flertall.","Against EU Membership won","Not shown","Not shown","Favourable outcome","Not shown","Not shown","Not shown",1
1010268,4,"30-59 yrs","Female","Lower or intermediate","Labour Party (CL)","Against EU Membership",74,"blank","51%","ja-siden","La oss si at ja-siden fikk 51% av stemmene.","For EU Membership won","Not shown","51%","Unfavourable outcome","Not shown","Not shown","Shown
size of majority",0
